400.0, -1.7532539999999999
400.5, -1.7492059999999998
401.0, -1.7451569999999998
401.5, -1.7411079999999999
402.0, -1.737059
402.5, -1.7330109999999999
403.0, -1.7289619999999999
403.5, -1.724913
404.0, -1.7208649999999999
404.5, -1.716816
405.0, -1.712767
405.5, -1.708718
406.0, -1.70467
406.5, -1.700621
407.0, -1.696572
407.5, -1.692524
408.0, -1.688475
408.5, -1.684426
409.0, -1.680377
409.5, -1.676329
410.0, -1.67228
410.5, -1.668231
411.0, -1.664183
411.5, -1.660134
412.0, -1.656085
412.5, -1.6520359999999998
413.0, -1.647988
413.5, -1.6439389999999998
414.0, -1.6398899999999998
414.5, -1.635842
415.0, -1.6317929999999998
415.5, -1.6277439999999999
416.0, -1.6236949999999999
416.5, -1.6196469999999998
417.0, -1.6155979999999999
417.5, -1.611549
418.0, -1.6075009999999998
418.5, -1.6034519999999999
419.0, -1.599403
419.5, -1.595354
420.0, -1.5913059999999999
420.5, -1.587257
421.0, -1.583208
421.5, -1.57916
422.0, -1.575111
422.5, -1.571062
423.0, -1.567014
423.5, -1.562965
424.0, -1.558916
424.5, -1.554867
425.0, -1.550819
425.5, -1.54677
426.0, -1.542721
426.5, -1.538673
427.0, -1.534624
427.5, -1.530575
428.0, -1.5265259999999998
428.5, -1.522478
429.0, -1.518429
429.5, -1.5143799999999998
430.0, -1.510332
430.5, -1.506283
431.0, -1.5022339999999998
431.5, -1.4981849999999999
432.0, -1.4941369999999998
432.5, -1.4900879999999999
433.0, -1.4860389999999999
433.5, -1.4819909999999998
434.0, -1.4779419999999999
434.5, -1.473893
435.0, -1.469844
435.5, -1.4657959999999999
436.0, -1.461747
436.5, -1.457698
437.0, -1.4536499999999999
437.5, -1.449601
438.0, -1.445552
438.5, -1.441503
439.0, -1.437455
439.5, -1.433406
440.0, -1.429357
440.5, -1.425309
441.0, -1.42126
441.5, -1.417211
442.0, -1.413162
442.5, -1.409114
443.0, -1.405065
443.5, -1.401016
444.0, -1.396968
444.5, -1.392919
445.0, -1.3888699999999998
445.5, -1.3848209999999999
446.0, -1.380773
446.5, -1.3767239999999998
447.0, -1.3726749999999999
447.5, -1.368627
448.0, -1.3645779999999998
448.5, -1.3605289999999999
449.0, -1.35648
449.5, -1.3524319999999999
450.0, -1.3483829999999999
450.5, -1.344334
451.0, -1.3402859999999999
451.5, -1.336237
452.0, -1.332188
452.5, -1.3281399999999999
453.0, -1.324091
453.5, -1.320042
454.0, -1.315993
454.5, -1.311945
455.0, -1.307896
455.5, -1.303847
456.0, -1.299799
456.5, -1.29575
457.0, -1.291701
457.5, -1.287652
458.0, -1.283604
458.5, -1.279555
459.0, -1.275506
459.5, -1.271458
460.0, -1.267409
460.5, -1.26336
461.0, -1.2593109999999998
461.5, -1.255263
462.0, -1.251214
462.5, -1.2471649999999999
463.0, -1.243117
463.5, -1.2390679999999998
464.0, -1.2350189999999999
464.5, -1.23097
465.0, -1.2269219999999998
465.5, -1.2228729999999999
466.0, -1.218824
466.5, -1.2147759999999999
467.0, -1.2107269999999999
467.5, -1.206678
468.0, -1.202629
468.5, -1.198581
469.0, -1.194532
469.5, -1.190483
470.0, -1.186435
470.5, -1.182386
471.0, -1.178337
471.5, -1.174288
472.0, -1.17024
472.5, -1.166191
473.0, -1.162142
473.5, -1.158094
474.0, -1.154045
474.5, -1.149996
475.0, -1.145947
475.5, -1.141899
476.0, -1.13785
476.5, -1.133801
477.0, -1.129753
477.5, -1.125704
478.0, -1.1216549999999998
478.5, -1.117607
479.0, -1.113558
479.5, -1.1095089999999999
480.0, -1.1054599999999999
480.5, -1.101412
481.0, -1.0973629999999999
481.5, -1.093314
482.0, -1.0892659999999998
482.5, -1.0852169999999999
483.0, -1.081168
483.5, -1.077119
484.0, -1.0730709999999999
484.5, -1.069022
485.0, -1.064973
485.5, -1.060925
486.0, -1.056876
486.5, -1.052827
487.0, -1.048778
487.5, -1.04473
488.0, -1.040681
488.5, -1.036632
489.0, -1.032584
489.5, -1.028535
490.0, -1.024486
490.5, -1.020437
491.0, -1.016389
491.5, -1.01234
492.0, -1.008291
492.5, -1.004243
493.0, -1.000194
493.5, -0.996145
494.0, -0.992096
494.5, -0.9880479999999999
495.0, -0.983999
495.5, -0.97995
496.0, -0.9759019999999999
496.5, -0.971853
497.0, -0.967804
497.5, -0.9637549999999999
498.0, -0.959707
498.5, -0.955658
499.0, -0.9516089999999999
499.5, -0.947561
500.0, -0.9435119999999999
500.5, -0.9394629999999999
501.0, -0.935414
501.5, -0.9313659999999999
502.0, -0.927317
502.5, -0.923268
503.0, -0.9192199999999999
503.5, -0.915171
504.0, -0.911122
504.5, -0.9070729999999999
505.0, -0.903025
505.5, -0.898976
506.0, -0.8949269999999999
506.5, -0.890879
507.0, -0.88683
507.5, -0.8827809999999999
508.0, -0.878733
508.5, -0.8746839999999999
509.0, -0.8706349999999999
509.5, -0.866586
510.0, -0.8625379999999999
510.5, -0.858489
511.0, -0.85444
511.5, -0.8503919999999999
512.0, -0.846343
512.5, -0.842294
513.0, -0.8382449999999999
513.5, -0.834197
514.0, -0.830148
514.5, -0.8260989999999999
515.0, -0.822051
515.5, -0.818002
516.0, -0.8139529999999999
516.5, -0.809904
517.0, -0.805856
517.5, -0.8018069999999999
518.0, -0.797758
518.5, -0.7937099999999999
519.0, -0.789661
519.5, -0.785612
520.0, -0.781563
520.5, -0.777515
521.0, -0.773466
521.5, -0.769417
522.0, -0.765369
522.5, -0.76132
523.0, -0.7572709999999999
523.5, -0.753222
524.0, -0.749174
524.5, -0.7451249999999999
525.0, -0.741076
525.5, -0.737028
526.0, -0.7329789999999999
526.5, -0.72893
527.0, -0.724881
527.5, -0.720833
528.0, -0.716784
528.5, -0.712735
